symbol,name,sector,sector_class,status,all_pass,manual_cash_check,g1_solvency,g3_margin_slope,g4_cfo_np,g5_roe_relative,g6_new_high,g7_fwd_pe,composite,cagr_score,yield_score,peg_score,cagr_3y_pct,dividend_yield_pct,peg,roe_3y_avg_pct,fwd_pe,price,mcap
FVC,FILTER VISION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,16.94,0.0,56.45,0.0,-21.05,3.23,,9.33,22.75,0.31,679170878.62
GABLE,G-Able Public Company Limited,Information & Communication Technology,default,scanned,NO,N/A,NO,YES,YES,YES,YES,YES,41.45,18.73,100.0,13.19,4.87,8.33,0.264,13.24,7.92,3.84,2688082252.8
GBX,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,3.89,0.0,12.96,0.0,-100.0,0.74,,1.32,20.59,0.54,588101251.68
GC,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,NO,YES,NO,YES,YES,YES,60.42,1.06,100.0,100.0,0.28,9.23,3.594,30.4,8.51,4.44,1953599396.16
GCAP,G CAPITAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,30.0,0.0,100.0,0.0,,65.38,,-7.43,0.92,0.26,140893308.4
GEL,GENERAL ENGINEERING PUBLIC COMPANY LIMITED,Construction Materials,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-10.29,,0.02,172240981.06
GENCO,"GENERAL ENVIRONMENTAL CONSERVATION PUBLIC CO., LTD.",Professional Services,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,30.68,0.0,92.5,9.78,-100.0,6.25,0.196,-6.49,8.18,0.32,359135240.0
GFC,Genesis Fertility Center Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,23.23,0.0,77.45,0.0,-30.13,4.74,,12.79,31.75,2.74,602800000.0
GFPT,GFPT PUBLIC COMPANY LIMITED,Agribusiness,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,24.78,23.32,40.94,10.57,6.06,2.34,0.211,10.23,4.99,8.55,10720169550.0
GGC,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,31.5,0.0,100.0,4.98,-100.0,12.63,0.1,-4.08,15.76,3.96,4053720132.0
GJS,G J STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-7.44,,0.13,3313327536.48
GLAND,GRAND CANAL LAND PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,51.16,0.0,70.54,100.0,-9.81,4.05,12.766,3.39,9.25,0.74,4809873920.0
GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,14.76,0.0,49.19,0.0,-17.42,2.81,,9.87,16.51,6.55,36693035043.65
GLORY,GLORY FOREVER PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,25.51,0.0,85.05,0.0,-100.0,5.5,,-11.33,,1.09,294826579.0
GPI,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,75.15,100.0,100.0,17.15,52.16,9.77,0.343,10.19,12.77,1.74,1044000000.0
GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,YES,YES,NO,NO,NO,64.04,100.0,65.48,14.67,63.75,3.74,0.293,4.45,16.87,38.75,109264512971.25
GRAMMY,GMM GRAMMY PUBLIC COMPANY LIMITED,Media & Publishing,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,60.0,0.0,100.0,100.0,-26.73,9.49,3.369,3.07,51.88,3.16,2591041143.64
GRAND,GRANDE ASSET HOTELS AND PROPERTY PUBLIC COMPANY LIMITED,Tourism & Leisure,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,62.5,,-23.62,,0.02,186822400.46
GREEN,GREEN RESOURCES PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,25.04,0.0,83.47,0.0,-49.08,5.35,,-1.31,35.0,0.72,588977804.88
GSTEEL,G STEEL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,111.11,,-19.45,,0.09,
GTB,GETABEC PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,34.97,0.0,100.0,16.57,,8.7,0.331,8.05,9.54,0.69,662400000.0
GTV,GREEN TECH VENTURES PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-18.7,,0.02,262619124.9
GULF,GULF DEVELOPMENT PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,YES,YES,NO,76.66,100.0,83.9,38.31,33.31,5.39,0.766,13.06,25.05,60.25,900125220400.75
GUNKUL,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,35.9,0.0,19.66,100.0,-16.25,1.12,2.296,11.72,14.92,3.56,31621810267.44
HANA,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,Electronic Components,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,14.89,0.0,49.65,0.0,-31.68,2.84,,2.3,46.55,35.25,31209174765.0
HANN,MUKDAHAN INTERNATIONAL HOSPITAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NO,0.0,0.0,0.0,0.0,,,,,23.46,0.92,515200000.0
HARN,HARN ENGINEERING SOLUTIONS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,67.55,25.47,91.22,100.0,6.62,6.12,2.063,7.12,13.66,1.96,1145620000.0
HENG,HENG LEASING AND CAPITAL PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,15.81,0.0,52.7,0.0,-40.91,3.01,,6.15,74.21,0.87,3314700000.0
HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,28.1,0.0,93.68,0.0,-17.83,6.37,,7.54,14.52,4.24,2791761432.0
HL,HEALTHLEAD PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,48.93,0.0,63.11,100.0,-0.59,3.61,4.259,9.61,20.45,6.1,1659200000.0
HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,27.69,0.0,92.3,0.0,-1.12,6.23,,24.48,13.82,6.1,80222307952.5
HTC,HAAD THIP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,64.77,15.26,95.56,100.0,3.97,6.56,20.485,14.12,10.68,15.1,6069007100.0
HTECH,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,27.14,0.0,84.49,5.97,-5.65,5.45,0.119,6.53,28.68,3.12,936001060.8
HUMAN,HUMANICA PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,YES,NO,YES,YES,100.0,100.0,100.0,100.0,27.97,7.55,22.652,9.38,10.26,4.24,3677960762.24
HYDRO,HYDROTEK PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,YES,NO,YES,30.58,0.0,100.0,1.93,,49.65,0.039,45.31,7.89,2.22,670403594.22
I2,I2 Enterprise Public Company Limited,-,default,scanned,NO,N/A,NO,NO,NO,YES,NO,NO,30.0,0.0,100.0,0.0,,15.38,,16.11,20.36,0.65,273000000.0
ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,100.0,100.0,100.0,100.0,27.43,8.53,7.722,21.43,12.63,12.9,16770000000.0
ICN,INFORMATION AND COMMUNICATION NETWORKS PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-1.88,7.77,,18.69,9.74,1.93,1297153854.99
IFS,IFS CAPITAL (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,26.14,0.0,87.14,0.0,-3.58,5.71,,8.75,7.09,1.82,898169954.5
IHL,INTERHIDES PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,25.7,0.0,84.05,1.61,-25.89,5.41,0.032,3.55,7.76,1.48,877352342.76
IIG,I&I GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,-100.0,28.17,,-50.97,,1.42,175194781.94
III,TRIPLE I LOGISTICS PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,NO,YES,NO,YES,28.33,0.0,94.43,0.0,-20.91,6.44,,16.12,7.85,3.88,3134082105.6
ILINK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,69.05,65.14,98.58,44.73,16.94,6.86,0.895,12.61,5.57,4.52,2457218109.0
ILM,INDEX LIVING MALL PUBLIC COMPANY LIMITED,Commerce,retail,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,67.0,17.51,100.0,100.0,4.55,8.0,8.256,12.25,8.73,12.5,6312500000.0
IMH,INTERMEDICAL CARE AND LAB HOSPITAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,23.38,0.0,77.95,0.0,-100.0,4.79,,3.24,,2.92,692045256.0
IND,INDEX INTERNATIONAL GROUP PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NO,NO,YES,YES,70.24,100.0,100.0,0.82,59.53,7.77,0.016,8.21,5.44,0.94,329000000.0
INET,INTERNET THAILAND PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,YES,YES,NO,YES,YES,58.11,100.0,52.25,8.12,33.21,2.99,0.162,10.39,10.42,4.22,2518243926.74
INOX,POSCO-THAINOX PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,YES,NA,NO,NO,NO,2.7,0.0,8.98,0.0,-26.56,0.51,,1.74,17.33,4.48,3492477676.8
INSET,INFRASET PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,15.34,0.0,51.14,0.0,-30.6,2.92,,5.77,37.33,3.08,2503340935.48
INSURE,INDARA INSURANCE PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,NO,NA,YES,NO,NO,72.87,100.0,100.0,9.55,138.76,16.67,0.191,54.13,26.51,60.0,720000000.0
IP,INTER PHARMA PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,9.21,0.0,30.71,0.0,-29.64,1.75,,4.48,19.04,4.16,2518233016.0
IRC,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Automotive,default,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,23.63,0.0,73.25,5.52,-2.88,4.32,0.11,4.88,10.49,11.4,2191167780.0
IRCP,"INTERNATIONAL RESEARCH CORPORATION PUBLIC CO., LTD.",-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,64.1,10.25,100.0,100.0,2.67,9.62,2.126,6.37,5.67,0.26,162105165.3
IROYAL,Interroyal Engineering Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,YES,30.0,0.0,100.0,0.0,,9.77,,,6.41,4.4,1012000000.0
IRPC,IRPC PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,2.57,0.0,8.58,0.0,,0.49,,-5.38,7.55,2.04,41686215261.84
IT,IT CITY PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,YES,YES,NO,NO,YES,73.02,100.0,88.23,21.84,107.82,5.82,0.437,10.05,7.75,4.98,1824666317.82
ITC,i-Tail Corporation Public Company Limited,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,YES,NO,YES,24.74,0.0,82.47,0.0,-12.66,5.25,,12.54,12.95,16.2,48600000000.0
ITD,ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,21.74,0.0,72.35,0.12,-100.0,4.24,0.002,-69.77,1.01,0.34,1795155440.96
ITEL,INTERLINK TELECOM PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,25.7,0.0,85.68,0.0,-100.0,5.57,,3.68,16.12,1.25,2521162247.5
ITNS,INTERNATIONAL NETWORK SYSTEM PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,62.33,5.82,100.0,100.0,1.51,9.94,5.641,12.96,8.54,1.68,351120000.0
ITTHI,ITTHIRIT NICE CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NO,NO,YES,YES,39.59,0.0,100.0,31.96,,8.7,0.639,11.4,13.27,1.15,310730000.0
IVF,INSPIRE IVF Public Company Limited,-,default,scanned,NO,N/A,YES,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,,,,,,0.63,277200000.0
IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,Petrochemicals & Chemicals,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NO,10.81,0.0,36.03,0.0,-100.0,2.06,,-8.49,17.97,25.5,143171073654.0
J,JAS ASSET PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,55.78,3.28,81.55,100.0,0.85,5.16,8.783,6.91,7.5,0.58,847223943.46
JAK,JAKPAISAN ESTATE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NO,NO,YES,YES,72.1,100.0,100.0,6.99,54.9,8.09,0.14,3.78,5.35,0.68,217600000.0
JAS,JASMINE INTERNATIONAL PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NA,YES,NO,NO,30.0,0.0,100.0,0.0,,107.14,,74.45,114.0,1.12,9287123669.6
JCK,JCK INTERNATIONAL PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,30.0,0.0,100.0,0.0,,195.31,,5.08,2.5,0.13,494357155.63
JCT,JACK CHIA INDUSTRIES (THAILAND) PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,YES,NO,NO,YES,YES,79.18,56.28,88.9,100.0,14.63,5.89,2.549,7.1,9.49,81.5,1100250000.0
JDF,JD Food Public Company Limited,Food & Beverage,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,63.73,79.48,100.0,6.45,20.66,10.91,0.129,6.56,11.44,1.65,990000000.0
JMART,JAYMART GROUP HOLDINGS PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,YES,NO,NA,NO,NO,YES,28.32,0.0,94.38,0.0,-100.0,6.44,,0.92,5.27,7.3,10743494972.0
JMT,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,30.0,0.0,100.0,0.0,-16.14,7.09,,6.01,12.27,9.45,13794539040.45
JPARK,JENKONGKLAI PUBLIC COMPANY LIMITED,-,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,17.66,0.0,55.38,3.49,,3.16,0.07,17.34,11.41,3.16,1264000000.0
JR,J.R.W. UTILITY PUBLIC COMPANY LIMITED,Construction Services,default,scanned,NO,N/A,NO,NO,YES,NO,NO,YES,47.19,0.0,57.29,100.0,-32.67,3.27,1.836,5.57,13.27,1.68,1276800000.0
JSP,JSP PHARMACEUTICAL MANUFACTURING (THAILAND) PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NA,NO,NO,YES,25.04,0.0,83.48,0.0,-46.59,5.35,,-0.48,13.08,1.87,887455126.58
JTS,JASMINE TECHNOLOGY SOLUTION PUBLIC COMPANY LIMITED,Information & Communication Technology,default,scanned,NO,N/A,NO,YES,YES,YES,NO,NO,1.32,0.0,4.4,0.0,,0.25,,24.6,173.65,39.75,27774561225.0
JUBILE,JUBILEE ENTERPRISE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,17.62,0.0,58.74,0.0,-14.52,3.36,,14.56,10.29,7.15,1246052843.75
K,KINGSMEN C.M.T.I. PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,NO,NO,YES,NO,32.59,0.0,87.89,20.73,,5.79,0.415,6.15,109.14,0.95,479947980.0
KAMART,KARMARTS PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,YES,NO,YES,YES,YES,96.2,100.0,87.34,100.0,32.28,5.73,3.64,25.35,9.36,7.15,9175813596.95
KASET,THAI HA PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,25.44,0.0,84.79,0.0,,5.48,,-17.04,,0.73,216933402.12
KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,YES,NO,YES,YES,77.67,44.18,100.0,100.0,11.49,7.11,4.742,8.61,9.43,197.0,466757535821.0
KBS,KHONBURI SUGAR PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,YES,YES,YES,YES,20.6,0.0,30.97,37.71,,1.77,0.754,26.02,6.76,5.65,3390000000.0
KC,K.C. PROPERTY PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,63.0,,-30.11,,0.02,103509744.44
KCAR,KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,29.89,0.0,99.62,0.0,-24.82,6.96,,6.72,7.01,4.74,1185000000.0
KCC,Knight Club Capital Holding Public Company Limited,-,default,scanned,NO,N/A,NO,NO,NO,NO,NO,YES,52.99,61.32,78.54,16.34,15.94,4.85,0.327,8.17,5.21,2.06,1273768693.02
KCE,KCE ELECTRONICS PUBLIC COMPANY LIMITED,Electronic Components,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,18.67,0.0,62.22,0.0,-28.91,3.56,,10.3,27.89,33.75,39895490115.0
KCG,KCG CORPORATION PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,70.0,100.0,82.31,17.69,27.81,5.23,0.354,15.53,8.5,9.75,5313750000.0
KCM,K.C. METALSHEET PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,12.43,0.0,41.45,0.0,,2.37,,-2.98,,0.19,129200000.0
KDH,THONBURI MEDICAL CENTRE PUBLIC COMPANY LIMITED,Health Care Services,default,scanned,YES,PENDING,YES,YES,YES,YES,YES,YES,61.71,100.0,56.25,16.12,55.04,3.21,0.322,16.38,10.7,84.0,1628274944.0
KGEN,KING GEN PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,11.45,,-13.17,,1.46,3016087907.1
KGI,KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-22.51,7.35,,12.01,8.51,4.22,8405240408.6
KIAT,KIATTANA TRANSPORT PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,28.35,0.0,94.52,0.0,-10.12,6.45,,6.91,32.69,0.31,958026690.8
KISS,ROJUKISS INTERNATIONAL PUBLIC COMPANY LIMITED,Personal Products & Pharmaceuticals,default,scanned,NO,N/A,YES,NO,NO,YES,NO,YES,53.43,40.17,100.0,24.53,10.44,7.28,0.491,14.01,10.58,3.16,1896031600.0
KJL,KIJCHAROEN ENGINEERING ELECTRIC PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,YES,YES,NO,YES,30.0,0.0,100.0,0.0,-1.22,7.63,,23.91,5.82,5.9,1368787020.0
KK,K&K SUPERSTORE SOUTHERN PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,YES,NA,NO,NO,YES,7.67,0.0,24.08,1.5,-26.65,1.38,0.03,2.85,6.89,1.09,263234958.58
KKC,KULTHORN KIRBY PUBLIC COMPANY LIMITED,Industrial Materials & Machinery,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NA,30.0,0.0,100.0,0.0,,125.0,,-424.51,,0.04,60000000.0
KKP,KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,YES,NO,NO,YES,38.54,0.0,99.94,28.54,-8.03,6.99,0.571,8.85,10.01,81.5,70881151388.5
KLINIQ,The Klinique Medical Clinic Public Company Limited,Health Care Services,default,scanned,NO,N/A,YES,NO,YES,YES,YES,YES,74.64,80.62,80.0,61.31,20.96,5.0,1.113,18.97,14.34,29.0,6380000000.0
KOOL,CL VENTURE PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,21.93,0.0,73.1,0.0,,4.31,,4.49,0.78,0.29,681500000.0
KSL,KHON KAEN SUGAR INDUSTRY PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,NA,NO,NO,YES,13.38,0.0,44.59,0.0,-100.0,2.55,,1.85,6.61,1.57,6924065211.83
KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,YES,NO,YES,YES,65.21,48.82,100.0,52.28,12.69,7.91,1.023,10.13,10.2,33.75,471692067187.5
KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,Finance & Securities,bank,scanned,NO,N/A,YES,NO,NO,YES,YES,YES,61.0,10.37,89.5,100.0,2.7,5.95,2.861,20.0,8.86,29.75,76705438582.5
KTIS,KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY LIMITED,Food & Beverage,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,13.6,0.0,45.34,0.0,,2.59,,-0.82,,1.93,7449800019.3
KTMS,KT Medical Service Public Company Limited,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,16.31,17.2,17.77,13.67,4.47,1.02,0.273,4.22,9.53,1.28,384000000.0
KUMWEL,KUMWELL CORPORATION PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,28.16,0.0,86.6,7.28,-2.62,5.66,0.146,9.01,7.91,1.06,455800000.0
KUN,VILLA KUNALAI PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,NO,NO,NO,30.0,0.0,100.0,0.0,-42.43,13.33,,9.22,49.92,0.6,491630563.8
KWC,KRUNGDHEP SOPHON PUBLIC COMPANY LIMITED,Transportation & Logistics,default,scanned,NO,N/A,YES,NO,YES,YES,NO,NO,52.15,1.29,72.12,100.0,0.33,4.21,50.178,12.08,16.78,273.0,1638000000.0
KWI,KWI PUBLIC COMPANY LIMITED,Insurance,default,scanned,NO,N/A,NO,YES,NA,NO,NO,NA,0.0,0.0,0.0,0.0,,,,-25.64,,0.04,116058992.0
KWM,K. W. METAL WORK PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,YES,YES,NO,NO,NO,22.31,0.0,68.01,6.35,-14.85,3.89,0.127,6.98,15.41,0.79,385950939.47
KYE,KANG YONG ELECTRIC PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,YES,YES,NO,NO,NO,YES,26.34,0.0,86.51,1.3,-9.59,5.65,0.026,4.89,9.43,315.0,6237000000.0
L&E,LIGHTING & EQUIPMENT PUBLIC COMPANY LIMITED,Home & Office Products,default,scanned,NO,N/A,NO,NO,NA,NO,NO,NA,17.21,0.0,57.38,0.0,-29.85,3.28,,0.65,,1.22,600288890.28
LALIN,LALIN PROPERTY PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,YES,NO,NO,NO,NO,YES,29.45,0.0,98.18,0.0,-24.92,6.82,,10.1,8.8,4.4,4069997540.4
LANNA,THE LANNA RESOURCES PUBLIC COMPANY LIMITED,Energy & Utilities,default,scanned,NO,N/A,YES,NO,YES,YES,NO,YES,29.69,0.0,98.97,0.0,-15.07,6.9,,30.68,12.01,14.5,7612495345.5
LDC,LDC DENTAL PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,YES,NO,NO,NO,0.0,0.0,0.0,0.0,,,,6.98,47.0,0.25,150000000.0
LEE,LEE FEED MILL PUBLIC COMPANY LIMITED,Agribusiness,default,scanned,NO,N/A,YES,YES,YES,NO,YES,YES,71.62,100.0,100.0,5.39,106.86,8.26,0.108,5.95,8.64,2.42,2231676207.42
LEO,LEO GLOBAL LOGISTICS PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,NO,NO,NO,YES,NO,YES,18.75,0.0,62.5,0.0,-37.92,3.57,,17.03,4.2,1.68,529304496.0
LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,Property Development,default,scanned,NO,N/A,NO,NO,NO,NO,NO,YES,29.49,0.0,98.31,0.0,-23.54,6.83,,10.79,10.31,3.66,43735950224.16
LHFG,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,Banking,bank,scanned,NO,N/A,YES,NA,NO,NO,YES,YES,62.2,85.65,84.05,9.08,22.27,5.41,0.182,6.11,7.44,1.11,23513863259.34
LHK,LOHAKIT METAL PUBLIC COMPANY LIMITED,Steel and Metal Products,default,scanned,NO,N/A,YES,NO,YES,NO,NO,YES,29.29,0.0,97.65,0.0,-7.97,6.76,,9.22,12.43,3.4,1302200000.0
LIT,LEASE IT PUBLIC COMPANY LIMITED,-,default,scanned,NO,N/A,YES,NO,NA,NO,NO,NO,31.11,0.0,100.0,3.7,,19.08,0.074,-26.57,20.91,0.62,274617379.96
LOXLEY,LOXLEY PUBLIC COMPANY LIMITED,Commerce,retail,scanned,NO,N/A,YES,NO,YES,NO,NO,NO,25.11,0.0,83.69,0.0,-54.07,5.37,,2.82,19.25,1.49,3374782830.8
